ResourceID,id,card,card_order,alternative_name_content,alternative_name_content_type,alternative_name_content_language
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Preekheren,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Ordo Fratrum Praedicatorum,Alternative,Nederlands
84ed4fb7-045d-56d8-85a7-67d9ec7fd9ea,http://www.wikidata.org/entity/Q131479,alternate_names,1,Predikbroeders,Alternative,Nederlands
237dba34-15a7-5663-a503-8d5dcb4ae51a,http://www.wikidata.org/entity/Q114766474,alternate_names,1,O.P.,Alternative,Nederlands
237dba34-15a7-5663-a503-8d5dcb4ae51a,http://www.wikidata.org/entity/Q114766474,alternate_names,1,OP,Alternative,Nederlands
237dba34-15a7-5663-a503-8d5dcb4ae51a,http://www.wikidata.org/entity/Q114766474,alternate_names,1,Dominicanessen van de Heilige Familie OP,Alternative,Nederlands
237dba34-15a7-5663-a503-8d5dcb4ae51a,http://www.wikidata.org/entity/Q114766474,alternate_names,1,"Dominicanessen van de Heilige Familie, Jezus, Maria en Jozef",Alternative,Nederlands
237dba34-15a7-5663-a503-8d5dcb4ae51a,http://www.wikidata.org/entity/Q114766474,alternate_names,1,Dominicanessen van Neerbosch,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Montfortanen SMM,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,S.M.M.,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Paters Montfortanen,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Compagnie de Marie,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Missionarissen van het Gezelschap van Maria,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Gezelschap van Maria,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,SMM,Alternative,Nederlands
6fbca2e0-2af3-564b-bcc0-156d2a894dd3,https://www.wikidata.org/entity/Q1246707,alternate_names,1,Societas Mariae Montfortana,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,O.S.B.,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Orde van Sint Benedictus,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Orde van St. Benedictus,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Benedictinessen van Oosterhout,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Benedictinessen van Solesmes,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Benedictinessen OSB,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Ordo Sancti Benedicti,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,OSB,Alternative,Nederlands
4fc9dc4d-3bc3-561a-bdf1-06e1f4f3fb67,https://www.wikidata.org/entity/Q131132,alternate_names,1,Orde van Sint-Benedictus,Alternative,Nederlands
6ef27234-226c-5a85-a3c4-5bffd1ef36af,,alternate_names,1,Zusters van de Goddelijke Voorzienigheid van Steyl,Alternative,Nederlands
6ef27234-226c-5a85-a3c4-5bffd1ef36af,,alternate_names,1,Zusters van Steyl,Alternative,Nederlands
6ef27234-226c-5a85-a3c4-5bffd1ef36af,,alternate_names,1,Congregatie van de Zusters van de Zusters van de Goddelijke Voorzienigheid,Alternative,Nederlands
6ef27234-226c-5a85-a3c4-5bffd1ef36af,,alternate_names,1,Zusters van de Goddelijke Voorzienigheid (Tegelen),Alternative,Nederlands
1f3dd7b2-aa51-54d2-b973-0b8aa8fe4cab,,alternate_names,1,Franciscanessen van St. Jozef,Alternative,Nederlands
1f3dd7b2-aa51-54d2-b973-0b8aa8fe4cab,,alternate_names,1,Zusters van Valkenburg,Alternative,Nederlands
